Laboratory ID,HMB0001,,HMB0002,,HMB0003,,HMB0004,,HMB0005,,HMB0006,,HMB0007,,HMB0008,,HMB0009,,HMB0010,,HMB0011,,HMB0012,,HMB0013,,HMB0014,,HMB0015,,HMB0016,,HMB0017,,HMB0018,,HMB0019,,HMB0020,,HMB0021,,HMB0022,,HMB0023,,HMB0024,,HMB0025,,HMB0026,,HMB0027,,HMB0028,,HMB0029,,HMB0030,,HMB0031,,HMB0032,,HMB0033,,HMB0034,,HMB0035,,HMB0036,,HMB0037,,HMB0038,,HMB0039,,HMB0040,,HMB0041,,HMB0042,,HMB0043,,HMB0044,,HMB0045,,HMB0046,,HMB0047,,HMB0048,,HMB0049,,HMB0050,,HMB0051,,HMB0052,,HMB0053,,HMB0054,,HMB0055,,HMB0056,,HMB0057,,HMB0058,,HMB0059,,HMB0060,,HMB0061,,HMB0062,,HMB0063,,HMB0064,,HMB0065,,HMB0066,,HMB0067,,HMB0068,,HMB0069,,HMB0070,,HMB0071,,HMB0072,,HMB0073,,HMB0074,,HMB0075,,HMB0076,,HMB0077,,HMB0078,,HMB0079,,HMB0080,,HMB0081,,HMB0082,,HMB0083,,HMB0084,,HMB0085,,HMB0086,,HMB0087,,HMB0088,,HMB0089,,HMB0090,,HMB0091,,HMB0092,,HMB0093,,HMB0094,,HMB0095,,HMB0096,,HMB0097,,HMB0098,,HMB0099,,HMB0100,,HMB0101,,HMB0102,,HMB0103,,HMB0104,,HMB0105,,HMB0106,,HMB0107,,HMB0108,,HMB0109,,HMB0110,,HMB0111,,HMB0112,,HMB0113,,HMB0114,,HMB0115,,HMB0116,,HMB0117,,HMB0118,,HMB0119,,HMB0120,,HMB0121,,HMB0122,,HMB0123,,HMB0124,,HMB0125,,HMB0126,,HMB0127,,HMB0128,,HMB0129,,HMB0130,,HMB0131,,HMB0132,,HMB0133,,HMB0134,,HMB0135,,HMB0136,
Dibenzofuran,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.7, ,0,U,0,U,0,U,0.94, ,0,U,0,U,0,U,0,U,0.94, ,0,U,1.59, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.98, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.82, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
Fluorene,0,U,0,U,0.31,J,0.17,J,0,U,0,U,1.04, ,0.28,J,0.44, ,0,U,0.62, ,0.62, ,0.75, ,0.41, ,0.75, ,0.4, ,0.91, ,0.33, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.77, ,0,U,0.95, ,1.97, ,1.63, ,1.77, ,0.74, ,0.97, ,1.54, ,0,U,0,U,0.7, ,0,U,0,U,0,U,0,U,0,U,1.03, ,1.68, ,1.18, ,0.86, ,0,U,0,U,0,U,0,U,1.1, ,0,U,1.32, ,1.66, ,0,U,0,U,0,U,0.74, ,0,U,0,U,1.14, ,0.11,J,0.09,J,0,U,0,U,0.19,J,0.33,J,0.1,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.75, ,0,U,0,U,0.89, ,0,U,0,U,0.87, ,0.8, ,1.05, ,0,U,0.94, ,1.69, ,0,U,0,U,0,U,0,U,0,U,0.87, ,0,U,0,U,0,U,1.65, ,1.44, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C1-Fluorenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C2-Fluorenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C3-Fluorenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
Carbazole,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.41, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,1.11, ,0,U,0,U,0,U,0,U,0,U,0.36, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,1.58, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.13,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.6, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.19,J,0,U,0,U,0.26, ,0,U,0,U,0,U,0,U,0.18,J,0,U,0,U,0,U,0,U,0,U
Anthracene,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.1,J,0,U,0,U,0,U,0.18,J,0,U,0,U,0,U,0,U,0.14,J,0,U,0.32,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.1,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
Phenanthrene,0.15,J,0.15,J,0.17,J,0.16,J,0.19,J,0.14,J,0.16,J,0.14,J,0.17,J,0.15,J,0.16,J,0.13,J,0.15,J,0.14,J,0.17,J,0.16,J,0.13,J,0.15,J,0.25,J,0.15,J,0.15,J,0.14,J,0.13,J,0.19,J,0.16,J,0,U,0.16,J,0.27,J,0,U,0.19,J,0.14,J,0.19,J,0,U,0.81,J,0.41,J,0.32,J,0.21,J,0.16,J,0.19,J,0.16,J,0.2,J,0.22,J,0.69, ,0.3,J,0.42,J,0.43,J,1.21, ,0.4,J,0.34,J,0.32,J,0.38,J,1.2, ,0.45,J,1.71, ,0.26,J,0.17,J,0.24,J,0.18,J,0.26,J,0.18,J,0.35,J,0.24,J,0.25,J,0.34,J,0.23,J,0.21,J,0.25,J,0.19,J,0.25,J,0.2,J,0.32,J,0.22,J,0,U,0.2,J,0,U,0,U,0,U,0,U,0,U,0.48,J,0.38,J,0,U,0,U,0.33,J,0,U,0.37,J,0,U,0.41,J,0.34,J,0.3,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.83, ,0,U,0.78, ,0.81, ,0.69, ,0.39,J,0,U,0.75, ,0.64, ,0.57,J,0.72, ,0,U,0.28,J,0,U,0,U,0,U,0,U,0,U,0.26,J,0.23,J,0.23,J,0,U,0.43,J,0,U,0,U,0.38,J,0.4,J,0.73, ,1.23, ,0.3,J,0.15,J,0.16,J,0,U,0.24,J,0,U,0.3,J,0,U,0,U,0,U
C1-Phenanthrenes/Anthracenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.44,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C2-Phenanthrenes/Anthracenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C3-Phenanthrenes/Anthracenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C4-Phenanthrenes/Anthracenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
Dibenzothiophene,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
